FLWS:35.93:2.88
CLMT:-138.47:1.76
CAMB:-2,280.62:5.80
CAC:13.18:1.37
CAMT:13,217.39:1.99
CSIQ:39.19:3.90
CGIX:-2.14:2.81
CPHC:38.33:1.52
CBNJ:20.30:0.87
CPLA:26.61:4.51
CBF:36.71:1.07
CCBG:44.86:0.74
CPLP:7.89:1.20
CFFN:22.75:1.21
CPST:-14.84:6.73
CARB:-34.49:24.49
CRDC:-2.21:2.71
CFNL:23.61:1.70
CRME:28.85:4.17
CSII:-23.65:6.15
CATM:72.73:7.75
CECO:-2.76:0.84
CLBH:11.37:0.90
CRZO:86.46:2.42
TAST:-12.88:1.99
CRTN:-14.66:0.87
CARV:-29.13:3.60
CACB:4.80:1.32
CSCD:16.16:1.56
CASY:25.72:4.83
CASI:-6.41:3.02
CASS:24.84:4.07
CPRX:-10.89:4.93
CTRX:41.11:2.00
CATY:17.71:1.46
CVCO:40.08:2.41
CAVM:-1,006.67:6.29
CBOE:31.84:15.85
CDW:41.50:5.65
CECE:48.06:2.43
CPXX:-2.05:3.61
CELG:67.37:12.38
CLDX:-18.05:6.76
ICEL:-2.02:4.01
CLSN:-2.52:1.68
CEMP:-14.96:5.88
CSFL:28.27:1.12
CETV:-1.44:1.18
CFBK:-21.67:0.92
CENT:49.94:0.92
CENTA:49.94:0.92
CVCY:14.75:1.02
CENX:-54.80:0.93
CNBKA:15.23:1.05
CNTY:19.23:1.04
CPHD:-200.44:11.22
CRNT:-0.83:1.15
CERE:-0.32:0.42
CERN:57.55:6.03
CERS:-10.18:10.83
KOOL:-2.86:0.84
CEVA:60.37:1.69
CYOU:5.35:1.89
HOTR:-1.51:2.67
CTHR:-29.50:1.78
GTLS:13.18:3.85
CHTR:-100.87:96.13
CHFN:40.79:0.93
CHKP:23.99:3.44
CEMI:64.50:1.56
CHFC:15.20:1.35
CCXI:-7.18:1.71
CHMG:14.89:1.13
CHKE:26.78:6.43
CHEV:67.00:0.77
CBNK:33.22:1.03
PLCE:24.57:1.90
CMRX:-11.45:4.09
CADC:-0.38:0.15
CALI:9.00:0.23
CAAS:7.41:0.98
CBPO:34.54:3.14
CCCL:-52.26:0.21
JRJC:-13.56:1.85
CHOP:-0.74:0.25
HGSH:6.15:1.47
CHLN:1.61:0.59
CNIT:-0.88:5.37
CJJD:-1.40:2.08
HTHT:34.27:4.05
CMGE:128.37:3.82
CHNR:-1.26:3.07
CREG:2.69:1.35
CPGI:14.00:0.30
CNTF:-23.55:0.28
CXDC:2.70:0.61
CNYD:-0.53:0.08
CCIH:-39.75:1.93
CNET:-119.90:0.42
IMOS:16.07:1.56
CHDN:30.50:2.28
CHUY:30.03:5.74
CHYR:-9.03:4.27
CIFC:8.61:1.07
CIMT:17.98:4.47
CINF:16.54:1.41
CIDM:-3.54:18.59
CTAS:25.72:4.19
CRUS:14.37:2.29
CSCO:18.53:2.51
CTRN:806.00:1.24
CZNC:13.85:1.42
CZWI:26.62:0.82
CZFC:22.88:0.71
CIZN:13.12:1.37
CTXS:35.27:3.49
CHCO:15.10:1.88
CDTI:-2.15:2.56
CLNE:-7.21:2.24
CLNT:1.33:0.21
CLFD:31.40:3.62
CLRO:17.69:1.12
CLIR:-12.07:26.63
CKSW:-55.23:4.28
CSBK:52.79:1.82
CLVS:-19.32:4.10
CME:30.18:1.24
CMSB:39.03:1.00
CCNE:14.19:1.66
CISG:20.60:0.60
COBZ:19.62:1.72
COKE:37.12:3.53
CDXS:-2.58:1.29
CVLY:9.87:1.13
JVA:-22.57:1.56
CCOI:28.90:9.89
CGNX:49.20:5.15
CTSH:26.14:5.00
COHR:25.42:1.85
COHU:-8.88:1.00
CLRX:-1.46:0.73
CLCT:23.01:8.96
COBK:-27.31:0.87
CBAN:20.89:0.83
COLB:22.64:1.34
CBRX:10.83:1.71
COLM:32.60:2.19
CMCO:18.28:1.91
CMCSA:22.40:2.67
CMCSK:22.40:2.67
CBSH:16.70:1.95
CVGI:-15.20:3.50
COMM:191.42:3.23
JCS:-97.09:1.08
CBIN:11.76:1.09
ESXB:20.05:0.85
CTBI:13.60:1.73
CWBC:6.78:0.99
COB:-157.86:3.47
CVLT:39.96:5.26
CGEN:-23.89:11.51
CPSI:20.45:9.98
CTG:9.89:3.06
SCOR:-651.57:5.07
CHCI:-10.50:10.05
CMTL:23.07:1.28
CNSI:23.28:24.44
CNAT:-12.84:1.90
CCUR:3.54:1.57
CNMD:35.16:1.93
CTWS:21.76:1.98
CNOB:15.91:1.95
CONN:7.40:3.72
CNSL:38.19:5.32
CWCO:18.79:1.49
CTCT:155.83:4.22
CPSS:11.00:2.38
CTRL:99.75:4.10
CPRT:26.90:4.59
CORT:-6.78:15.25
CORE:34.00:1.79
COCO:-3.88:0.34
CORI:-6.37:9.31
CSOD:-43.54:52.88
CNDO:-1.97:1.28
CRRS:58.00:17.29
CRVL:22.85:6.17
COSI:-2.55:11.42
CSGP:171.55:5.74
COST:30.45:5.04
CPAH:-4.07:3.60
CRRC:21.46:1.18
CVTI:79.43:1.15
COVS:-2.42:0.98
COWN:117.50:0.89
CRAI:27.11:0.93
CBRL:25.19:6.34
BREW:128.50:2.80
CRAY:41.02:2.96
CACC:12.99:3.98
CREE:31.75:1.29
CRESY:-7.06:3.06
CRTO:1,580.34:5.33
CROX:104.08:2.25
CCRN:-7.51:1.93
CRWS:13.22:2.13
CRWN:18.79:3.18
CSGS:15.68:2.71
CSRE:-47.90:2.80
CTCM:5.09:2.97
CTIC:-5.58:6.15
CTIB:34.45:1.50
CTRP:41.71:4.23
CUNB:23.52:1.40
CBST:-373.19:3.68
CUI:-72.60:1.84
CPIX:-55.73:1.16
CMLS:5.05:3.23
CRIS:-9.87:5.36
CUBI:14.61:1.28
CUTR:-32.91:1.68
CVBF:17.43:2.33
CVV:-161.78:2.85
CYAN:-230.00:1.82
CYBX:27.39:5.75
CYBE:-10.23:1.08
CYCC:-0.55:2.78
CYNO:-306.67:1.76
CY:-46.65:8.61
CYRN:-4.50:2.91
CONE:-22.15:1.53
CYTK:-5.94:3.66
CYTX:-1.33:58.52
CYTR:-1.93:24.69
DAEG:-6.90:2.29
DJCO:87.59:1.79
DAKT:23.80:2.66
DARA:-0.50:2.53
DAIO:-10.21:1.56
DTLK:24.94:1.70
DRAM:-1.34:2.06
DWCH:-3.88:1.09
DWSN:-7.83:0.49
TRAK:338.00:3.52
DHRM:6.07:0.51
DFRG:44.96:2.83
DCTH:-0.26:1.14
DGAS:17.40:1.97
DENN:38.81:78.32
XRAY:24.04:2.72
DEPO:21.40:4.42
DSCI:-6.59:2.43
DEST:20.56:1.74
DXLG:-4.37:2.59
DSWL:-3.96:0.37
DXCM:-129.79:30.53
DMND:-4.45:3.12
DHIL:19.58:8.58
FANG:46.46:2.95
DCIX:-1.17:0.86
DGII:132.29:0.85
DMRC:-269.60:2.80
DRAD:425.00:2.05
DGLY:-13.21:2.89
DRIV:-32.29:1.56
DCOM:13.02:1.43
DIOD:48.84:1.57
DISCA:11.61:3.43
DISCB:11.61:3.43
DISCK:11.61:3.43
DSCO:-1.52:3.26
DISH:41.41:27.17
DVCR:-5.96:3.47
BAGR:500.00:3.80
DLHC:3.61:1.39
DNBF:15.79:1.20
DLTR:25.86:8.98
DGICA:15.99:1.06
DGICB:15.99:1.06
DMLP:18.60:7.34
DORM:21.44:4.86
HILL:49.78:4.18
DOVR:16.66:1.76
DRWI:-1.32:1.93
DWA:34.85:2.14
DRYS:-1.95:0.74
DSKX:-2.80:6.85
DSPG:85.42:1.47
DTSI:35.87:2.26
DNKN:31.42:12.50
DRRX:-3.95:6.22
DXPE:12.74:5.57
DYAX:-54.27:34.84
BOOM:29.20:1.73
DYSL:10.46:1.63
DVAX:-4.58:2.76
ETFC:82.79:1.16
EOPN:-9.78:4.63
EBMT:20.40:0.83
EGBN:19.81:2.35
EGLE:-0.04:0.14
EGRX:-8.99:6.57
EROC:-1.39:1.62
ELNK:-0.84:3.18
EWBC:18.29:2.04
EML:16.66:1.23
EVBS:-14.22:0.84
EBAY:25.78:3.00
EBIX:10.99:1.35
ELON:-4.15:1.39
ECHO:46.64:3.09
ECTE:-0.64:1.91
SATS:1,736.00:1.40
EDAP:-7.67:5.02
EDGW:2.60:1.13
EDUC:53.91:1.53
EFUT:-14.74:0.89
EGAN:-24.38:42.13
EHTH:269.22:6.56
ESLT:15.18:2.19
ESYS:27.98:4.17
ELRC:16.77:1.46
ESIO:-6.16:1.05
EA:1,562.33:6.04
EFII:18.54:2.37
ELSE:20.30:1.21
RDEN:-4.21:1.72
ESBK:15.40:1.51
LONG:-23.14:2.24
ELTK:2.19:1.84
EMCI:10.23:0.90
EMCF:14.11:1.11
EMKR:33.00:1.47
EMMS:1.94:2.19
ERS:17.41:0.69
ENTA:28.03:6.36
ECPG:15.28:2.24
WIRE:16.26:2.46
ECYT:-12.62:4.38
ELGX:-57.58:10.64
EIGI:-11.83:11.35
ERII:-86.83:3.28
EXXI:5.41:1.23
ENOC:20.67:1.91
ENG:-17.09:1.75
ENPH:-22.92:6.64
ESGR:11.94:1.31
ENTG:24.72:2.12
ETRM:-3.17:8.83
EBTC:17.54:1.40
EFSC:11.26:1.41
EGT:-1.92:1.28
ENTR:-3.42:1.58
ENVI:-3.00:2.15
ENZN:3.07:9.73
ENZY:6.24:4.94
EPIQ:55.57:1.74
EPZM:-90.09:5.68
PLUS:15.61:2.28
EQIX:119.92:3.58
EAC:9.56:1.49
ERIC:25.60:1.81
ERIE:28.97:4.67
ESBF:21.46:1.35
ESCA:20.49:1.85
ESCR:-0.39:0.96
ESMC:-31.40:3.50
ESSA:15.19:0.83
CLWT:-256.00:0.67
EEFT:32.02:3.81
ESEA:-0.33:0.63
EVEP:-11.94:1.51
EVOK:-5.03:2.14
EVOL:29.06:3.45
EXA:-237.00:5.29
EXAS:-38.83:6.17
EXAC:20.23:1.68
EDS:4.66:0.15
EXEL:-1.24:17.08
EXFO:381.50:1.14
EXLS:19.77:2.43
EXPE:51.35:4.21
EXPD:26.44:4.30
EXPO:29.38:4.30
ESRX:38.80:2.49
EXLP:18.49:2.60
EXTR:-5.95:2.18
EZCH:26.04:2.29
EZPW:-13.88:0.72
FFIV:31.87:6.99
FB:132.74:9.00
FCS:421.00:1.22
FWM:-1.01:11.82
FALC:-5.88:10.43
DAVE:40.40:4.20
FARM:36.87:4.25
FFKT:14.79:1.16
FMNB:20.54:1.09
FARO:49.22:3.17
FAST:31.39:7.95
FATE:-1.45:2.52
FBSS:17.79:0.99
FBRC:3.34:0.96
FDML:21.44:1.98
FNHC:16.28:1.47
FEIC:29.66:3.49
FHCO:48.75:4.02
LION:13.17:1.50
FRGI:151.44:8.44
FITB:10.01:1.33
FNGN:63.02:10.98
FISI:14.23:1.44
FNSR:17.71:1.86
FNJN:-9.11:5.32
FEYE:-11.67:5.73
FBNC:18.40:1.09
FNLC:14.83:1.27
BUSE:22.41:1.47
FBIZ:13.45:1.36
FCVA:17.40:1.17
FCAP:13.34:1.11
FCFS:19.15:4.32
FCZA:15.95:0.61
FCNCA:14.38:1.03
FCLF:19.78:0.94
FCBC:15.21:0.99
FCCO:14.15:1.05
FBNK:67.04:1.14
FDEF:15.41:0.93
FFNM:273.48:0.66
FFBC:22.05:1.47
FFIN:23.91:3.57
THFF:14.72:1.26
FFNW:8.25:0.92
INBK:11.05:1.10
FIBK:13.91:1.56
FRME:15.87:1.29
FMBH:10.26:1.33
FMBI:15.84:1.31
FNFG:11.16:0.81
FSGI:9.38:1.83
FSLR:12.04:1.21
FSBK:12.90:1.01
FUNC:11.41:0.67
FMER:15.81:1.41
FSRV:-111.73:6.37
FISV:28.94:4.23
FIVE:67.66:16.99
FPRX:-5.30:4.87
FLXS:15.86:1.43
FLEX:18.81:2.53
FLIR:26.39:2.63
FLDM:-51.71:10.25
FFIC:15.89:1.44
FONR:6.76:2.64
FES:-2.03:0.58
FNRG:-18.37:22.46
FORM:-7.84:1.14
FORTY:4.28:1.17
FORR:63.74:3.69
FTNT:118.42:5.28
FWRD:28.08:3.07
FORD:-8.58:0.96
FOSL:16.82:6.14
FMI:-4.78:5.00
FXCB:34.71:1.21
FOXF:23.51:6.93
FRAN:16.38:10.30
FELE:22.21:3.65
FRED:23.49:1.42
FREE:-0.01:4.23
RAIL:-16.61:1.58
FEIM:24.87:1.11
FTR:60.36:1.15
FSBW:14.15:0.89
FSYS:-550.50:0.87
FTEK:16.22:1.81
FCEL:-9.29:3.72
FLL:-6.67:0.67
FULT:14.86:1.22
FSNN:-3.15:5.46
FFHL:-0.90:0.19
FXEN:-7.32:4.52
GK:24.99:3.77
WILC:9.71:1.01
GAIA:-7.97:1.57
GALT:-2.62:166.19
GALE:-1.84:92.21
GLPI:174.65:31.63
GPIC:53.67:1.36
GRMN:16.85:2.46
GKNT:-202.29:1.72
GENC:26.14:0.78
GNCMA:59.87:2.86
GFN:65.60:2.14
GENE:-0.85:12.08
GNMK:-14.60:5.05
GHDX:-76.14:6.25
GNTX:23.14:3.62
THRM:39.57:4.03
GNVC:-2.83:6.88
GTWN:41.95:1.01
GEOS:9.46:1.06
GABC:14.84:1.87
GERN:-11.00:10.37
GEVO:-0.24:1.38
ROCK:-88.61:1.21
GIGM:-1.32:0.57
GIII:26.95:2.73
GILT:-12.18:0.87
GILD:52.44:10.14
GBCI:20.97:2.30
GOOD:-78.59:1.53
LAND:-52.05:2.18
GLBZ:13.21:1.05
ENT:-6.65:3.09
GBLI:16.32:0.73
GSOL:6.92:1.37
GAI:-1.19:0.26
GSM:91.26:2.97
GLBS:4.42:0.67
GLUU:-14.46:6.52
GOGO:-5.46:7.81
GLNG:22.46:1.62
GMLP:12.41:3.88
GLDC:42.50:1.76
GTIM:-63.58:4.41
GOOG:29.47:4.31
GOOGL:29.47:4.31
GMAN:6.80:3.35
LOPE:23.74:5.82
GRVY:-0.95:0.39
GLDD:-14.70:2.26
GSBC:15.95:1.29
GPRE:20.40:1.08
GCBC:19.32:2.07
GLRE:5.41:1.19
GRIF:82.90:1.73
GRFS:33.12:5.69
GRPN:-57.29:11.01
OMAB:21.82:2.73
GGAL:12.90:1.75
GSIG:62.91:1.58
GSIT:-21.74:1.07
GTXI:-1.18:9.76
GPRC:0.16:0.52
GBNK:21.16:1.66
GFED:8.39:0.78
GUID:-8.45:12.08
GIFI:40.10:1.22
GURE:2.22:0.31
GPOR:21.82:2.62
GWPH:-52.71:6.50
GYRO:0.13:2.01
HNRG:13.86:1.26
HALL:28.16:0.72
HBK:-37.00:0.76
HBNK:25.30:1.38
HMPR:85.50:1.62
HNH:20.83:2.35
HAFC:17.01:1.73
HNSN:-0.90:10.15
HSOL:-0.66:0.77
HDNG:27.31:0.88
HLIT:33.79:1.48
TINY:-11.80:0.76
HART:-3.02:2.52
HAS:25.33:4.29
HA:25.79:1.27
HCOM:28.89:0.98
HWKN:24.63:2.51
HWBK:17.92:0.82
HAYN:159.47:1.74
HIIQ:-10.60:5.82
HCSG:46.01:6.96
HSTM:95.53:5.97
HWAY:-77.60:1.78
HTLD:32.49:4.33
HTLF:13.00:1.48
HTWR:-19.90:7.98
HTBX:-1.93:2.06
HSII:65.74:1.47
HELE:24.36:2.04
HMNY:11.44:3.05
HMTV:-94.93:2.18
HNNA:16.59:3.53
HSIC:27.00:3.52
HERO:-2.40:1.26
HTBK:24.61:1.41
HFWA:28.13:1.28
HBOS:17.06:1.21
HEOP:22.19:1.55
HCCI:51.21:2.30
MLHR:-79.16:4.69
HRTX:-2.92:3.04
HSKA:-85.86:1.08
HFFC:15.65:0.97
HTWO:-346.50:6.17
HIBB:17.59:5.10
HIHO:17.84:0.84
HIMX:22.23:5.58
HMNF:2.23:0.78
HMSY:48.29:3.94
HOLI:19.82:2.89
HOLX:439.67:3.60
HBCP:21.57:0.94
HOMB:27.89:2.89
HFBL:15.43:1.04
HMIN:43.06:2.83
HLSS:10.64:1.34
AWAY:144.50:4.59
HMST:10.74:1.11
HTBI:29.41:0.91
HPJ:44.27:1.07
HOFT:23.01:1.21
HFBC:26.60:0.89
HBNC:11.92:1.44
ZINC:-51.06:1.85
HMHC:-26.06:1.28
HWCC:27.16:2.17
HBMD:25.85:1.21
HSNI:23.06:6.24
HUBG:19.95:2.65
HCBK:27.38:1.05
HSON:-3.28:1.80
HDSN:-15.58:3.30
HBAN:14.58:1.40
HURC:27.13:1.05
HURN:23.14:2.75
HTCH:-2.47:1.04
HBP:22.44:4.10
HYGS:-15.40:28.13
HPTX:30.35:3.40
IDSY:-10.57:1.89
IACI:18.33:3.35
IKGH:12.60:0.68
IBKC:29.10:1.22
ICAD:-13.19:5.94
IEP:10.26:2.08
ICFI:20.57:1.45
ICLR:31.28:2.73
ICON:16.02:2.06
ICUI:30.37:2.07
INVE:-2.79:1.62
IDRA:-10.21:14.29
IDXX:42.34:10.58
IROQ:19.93:0.90
IGTE:32.45:32.75
IRG:-29.85:3.24
RXDX:-1.79:2.33
IIVI:22.57:1.24
IKAN:-0.74:2.59
IKNX:42.06:2.38
ILMN:206.02:9.20
ISNS:-0.85:1.33
IMMR:6.75:3.68
ICCC:128.00:1.37
IMGN:-7.82:6.92
IMMU:-11.38:11.35
IPXL:21.63:2.16
IMMY:-8.57:1.99
IMRS:-1.03:2.32
SAAS:-54.88:5.79
INDB:19.29:1.57
IBCP:3.56:1.18
IBTX:21.74:2.62
IDSA:-2.91:1.24
INFN:-53.48:2.81
INFI:-6.48:3.31
IPCC:27.05:1.26
INFA:48.53:3.65
III:32.23:3.64
IFON:-29.00:1.33
INWK:-45.24:1.63
INOD:-6.88:1.54
IPHS:26.74:2.30
IOSP:13.20:2.75
ISSC:325.00:1.46
NSIT:15.27:1.33
ISIG:35.60:1.33
INSM:-9.98:4.64
IIIN:26.09:2.42
PODD:-54.43:16.34
INSY:-1.37:2.02
IART:-88.98:2.30
IDTI:33.79:4.01
IESC:26.31:1.90
ISSI:22.42:1.63
INTC:19.24:2.18
IQNT:10.30:3.15
IPAR:21.37:2.71
IBKR:39.77:1.88
ININ:106.16:7.29
ICPT:-42.42:16.07
IDCC:56.95:2.25
TILE:22.25:4.19
IMI:-9.80:2.70
INAP:-20.54:2.23
IBOC:13.94:1.24
ISCA:32.74:1.23
IIJI:24.65:1.91
PTNT:-8.41:0.79
INPH:-5.67:3.86
INTX:28.92:1.45
ISIL:736.00:1.48
IILG:15.01:5.16
IBCA:16.48:0.84
IVAC:-11.18:1.36
INTL:20.64:1.12
IIN:-6.28:1.66
INTU:30.83:8.53
ISRG:31.41:4.19
INVT:17.50:0.46
SNAK:37.48:4.44
ITIC:10.37:1.29
IPAS:-7.32:3.46
IPCM:19.14:3.21
IPGP:24.91:4.34
IRIX:39.14:3.70
IRDM:13.63:0.51
IRBT:37.06:3.10
IRWD:-6.52:36.80
ISIS:-111.95:12.26
ISLE:-2.64:17.20
ISRL:-54.66:29.08
ITRI:-11.19:1.90
ITRN:20.95:5.03
IVAN:-0.08:0.43
XXIA:74.07:2.05
IXYS:63.16:1.46
JJSF:28.19:3.61
MAYS:130.41:2.28
JBHT:28.99:8.95
JCOM:26.86:3.26
JASO:-4.36:0.55
JKHY:26.36:4.95
JACK:37.64:11.95
JXSB:13.29:0.87
JAXB:-2.04:2.15
JAKK:-2.69:1.02
