DDD:72.04:10.28
EMN:10.28:3.24
ETN:17.42:2.15
EV:16.73:7.39
ECT:1.99:0.58
ECL:33.01:4.28
DANG:-32.48:8.17
EC:6.13:2.14
EIX:23.56:1.52
EDR:3,288.48:1.39
EW:37.13:4.61
EJ:21.19:2.52
EE:18.24:1.49
EGO:-8.03:0.78
LLY:16.22:3.23
ELLI:91.41:3.59
EFC:6.13:0.93
EARN:-56.66:0.84
AKO.A:15.64:2.03
AKO.B:15.64:2.03
EMC:22.43:2.28
EME:24.09:1.94
EMES:58.05:6.03
EBS:31.65:1.72
EMR:20.26:4.25
EDE:20.20:1.30
EIG:11.66:1.74
EOC:21.48:2.42
ICA:25.73:0.88
ELX:-16.20:0.88
EEQ:-127.88:1.63
EEP:-103.97:2.28
ENB:108.62:4.62
ECA:49.04:2.60
EXK:-2.90:1.41
ENH:9.33:1.06
NDRO:3.62:0.70
EGN:22.81:1.80
ENR:22.60:3.15
ETE:167.31:21.17
ETP:-230.04:1.73
ERF:48.13:2.03
ENI:14.72:1.25
ENS:20.12:2.32
EGL:15.30:1.34
E:10.27:1.09
ENLK:-17.12:2.53
ENLC:-59.72:12.61
EBF:26.96:0.96
NPO:53.22:2.02
ESV:3.17:1.05
ETM:17.88:1.36
ETR:21.98:1.17
EPD:26.12:4.10
EVC:4.30:3.95
ENV:487.60:9.24
EVHC:864.25:4.02
ENZ:-19.35:5.32
EOG:22.95:2.97
EPAM:36.30:4.33
EPR:18.58:1.50
EQT:33.93:3.36
EQM:32.14:4.38
EFX:30.23:3.66
EQC:-14.55:1.01
ELS:66.47:3.99
EQY:39.38:1.89
EQR:-117.02:1.79
ERA:24.41:1.43
EROS:20.80:1.49
ESE:18.41:1.67
ESNT:7.12:2.88
ESS:64.59:2.97
EL:24.70:7.57
DEG:34.35:0.86
ETH:20.90:2.44
EVER:18.53:1.53
EVR:38.04:3.93
RE:6.64:1.06
EVTC:-70.90:17.34
EVGN:-22.17:3.92
EXAM:-141.10:4.04
EXAR:83.25:1.91
EXL:-160.53:1.15
XCO:20.90:7.84
XLS:11.90:2.19
EXC:18.79:1.03
EXPR:10.66:3.06
STAY:40.57:7.22
EXH:17.87:1.36
EXR:38.52:2.77
XOM:12.60:2.52
FNB:16.40:1.20
FN:6.67:1.69
FDS:28.58:11.51
FICO:26.53:5.10
FDO:31.68:5.42
FFG:13.59:1.06
AGM:4.53:1.36
AGM.A:4.53:1.36
FRT:67.14:4.70
FSS:6.06:2.62
FII:21.26:5.33
FDX:25.55:3.20
FOE:15.88:4.25
FBR:-0.03:1.06
FGL:8.54:0.85
FNF:20.59:1.60
FIS:37.15:2.37
FAC:11.32:1.21
FAF:19.73:1.22
FBP:-7.18:1.11
FCF:21.26:1.18
FHN:134.10:1.31
FR:-229.45:1.70
AG:-18.06:2.01
FMD:-1.81:0.46
FPO:-32.59:1.18
FE:41.70:1.09
OAKS:20.96:0.80
FVE:-81.20:0.86
FBC:3.56:0.95
FLT:44.72:7.77
FLTX:43.15:7.94
FTK:28.00:4.16
FLO:17.56:4.13
FLS:17.49:5.78
FLR:14.95:3.45
FMC:26.38:6.60
FTI:22.15:5.31
FMX:29.41:2.84
FL:19.66:2.41
F:8.73:2.33
FCE.A:-125.29:2.30
FCE.B:-125.29:2.30
FOR:19.40:1.04
FIG:10.15:5.09
FSM:-35.65:1.46
FBHS:33.43:2.87
FET:15.29:1.90
FNV:700.22:2.02
FC:18.32:2.57
BEN:14.64:2.98
FI:8.80:3.78
FCX:8.92:1.87
FMS:22.10:2.33
FDP:-55.08:0.93
FCN:-141.81:1.60
FRM:20.92:2.99
FF:7.58:2.08
FXCM:37.61:3.10
GFA:0.00:0.46
GCAP:11.58:1.26
GBL:19.20:4.96
GME:11.30:1.80
GCI:18.47:2.50
GPS:15.37:5.55
IT:43.32:18.08
GLOG:22.07:1.68
GMT:16.03:1.71
GZT:8.13:1.02
GY:8.60:22.15
GNRC:18.47:12.26
BGC:-40.14:1.14
GD:20.76:2.33
GE:17.38:2.16
GGP:101.57:2.33
GIS:18.77:5.00
GM:14.64:1.55
GCO:19.67:1.84
GWR:18.60:2.39
GEL:44.09:4.25
GNE:-17.14:2.07
G:19.48:3.21
GPC:24.21:3.82
GNW:7.53:0.53
GEO:25.24:2.27
GPRK:11.40:1.63
GGB:0.01:1.03
GTY:25.88:1.48
GFIG:-32.00:1.18
GIMO:-45.77:7.14
GIL:20.81:3.29
GLT:16.80:1.74
GSK:12.52:11.18
GRT:-53.12:3.99
GCA:19.50:3.01
GLP:23.41:2.32
GPN:23.93:5.57
GLPW:20.07:1.19
GSL:7.89:0.83
GMED:32.49:3.99
GNC:17.07:6.74
GOL:-0.01:4.46
GFI:-11.27:0.63
GG:-6.44:0.90
GS:12.58:1.11
GDP:-1.52:2.13
GOV:27.57:1.37
IRE:-13.78:1.17
GPX:26.81:2.95
GGG:23.91:7.48
GTI:-24.35:1.15
GHM:27.97:2.74
GPT:-41.53:2.26
GRAM:13.60:2.84
GVA:-39.56:1.74
GPK:32.33:2.93
GTN:34.16:4.96
GTN.A:34.16:4.96
GNI:1.09:9.50
GXP:17.26:1.07
GB:34.03:1.97
GDOT:26.79:2.36
GBX:16.49:2.88
GHL:28.25:6.14
GFF:-3,693.59:1.33
GPI:20.60:1.67
PAC:21.53:1.65
ASR:25.46:3.01
BSMX:9.50:2.54
TV:33.20:3.30
GSH:16.86:0.75
GES:11.46:2.06
GWRE:237.95:5.38
GLF:9.19:1.18
HRB:19.23:5.93
FUL:23.38:2.77
HK:-0.58:1.11
HAL:16.73:3.17
HBI:34.03:5.60
HGR:12.34:2.44
HASI:-21.19:1.51
HRG:-27.31:1.99
HOG:20.06:5.06
HAR:31.22:4.05
HMY:-7.38:0.44
HRS:14.34:4.15
HSC:-6.63:4.01
HHS:18.90:1.40
HIG:75.53:0.87
HNR:-0.41:0.63
HTS:-11.79:0.76
HVT:17.32:2.36
HVT.A:17.32:2.36
HE:20.75:1.53
HCC:13.18:1.26
HCI:7.62:3.65
HCP:22.73:1.55
HDB:26.58:4.07
HW:75.50:10.76
HCN:725.26:1.49
HNT:25.02:1.45
HR:-141.95:1.64
HTA:136.90:1.68
HLS:16.71:8.51
HPY:27.19:7.07
HL:-35.50:0.80
HEI:32.37:5.75
HEI.A:32.37:5.75
HLX:18.40:1.63
HP:10.42:1.49
HLF:7.65:14.43
HT:-8,220.93:1.35
HSY:28.72:13.23
HTZ:32.92:4.60
HES:5.00:1.09
HPQ:15.36:2.76
HXL:22.43:3.81
HF:26.40:5.70
HGG:739.00:0.70
HCLP:14.92:8.43
ONE:14.55:6.30
HIW:62.53:2.25
HIL:97.75:1.21
HI:19.77:3.72
HRC:43.53:3.25
HTH:14.09:1.74
HLT:57.64:5.02
HNI:36.33:4.00
HEP:35.45:3.68
HFC:10.56:1.65
HD:27.51:8.47
HME:45.82:1.87
HMC:11.07:1.11
HON:20.37:4.10
HMN:12.45:1.16
HRL:23.15:3.81
HOS:12.35:1.37
HSP:-1,237.40:2.31
HPT:43.08:1.44
HST:80.94:2.03
HHC:-69.81:2.12
HNP:11.52:1.25
HUB.A:19.69:3.38
HUB.B:19.69:3.38
HBM:-17.98:0.92
HPP:-112.04:1.46
HVB:441.67:1.43
HGT:9.70:3.03
HUM:18.50:1.71
HII:21.60:2.88
HUN:43.23:2.99
H:45.82:1.62
HDY:-1.03:0.36
HY:11.02:3.46
IAG:-1.45:0.44
IBN:19.06:1.88
IDA:18.22:1.41
IEX:25.20:3.81
IDT:24.10:4.71
CTC:17.69:1.55
IHS:58.24:4.04
ITW:25.32:3.73
IMN:-3.50:0.52
IMAX:53.61:6.24
IFT:2.52:0.72
IMPV:-46.60:13.66
IHC:18.01:0.89
IBA:17.66:1.32
CMLP:-19.51:1.14
BLOX:-43.98:4.85
INFY:21.59:4.21
ING:15.50:0.84
IR:30.41:2.46
IM:13.74:0.92
INGR:16.78:2.12
IRC:11.27:2.35
IPHI:-39.42:2.45
NSP:26.60:3.65
TEG:17.80:1.33
ICE:61.05:2.06
IFF:23.51:4.78
IBM:10.85:8.68
IGT:17.46:3.56
IP:16.87:2.64
IRF:49.31:2.15
ISH:7.23:0.64
IOC:-59.10:3.53
IPG:33.20:3.39
INXN:205.78:3.04
IL:-40.89:2.15
SNOW:-2.76:1.58
IPI:47.37:1.28
XON:-18.65:6.30
IVC:-10.91:1.11
INVN:243.00:4.58
IVZ:18.64:1.88
ITG:24.74:1.78
IRET:-27.39:1.83
IO:-1.75:2.10
IRM:76.39:5.55
IRS:-19.66:4.22
ITUB:0.01:1.87
ITC:27.54:3.12
ITT:7.64:3.29
ESI:-8.13:6.79
JPM:14.37:1.10
JCP:-1.13:0.58
SJM:18.54:2.04
JBL:243.03:1.89
JEC:18.00:1.32
JNS:25.92:1.56
JAH:39.75:3.10
JMI:-2.72:0.98
JGW:-19.74:3.21
JKS:15.72:2.38
JMP:49.38:1.28
JBT:29.14:5.50
JW.A:21.82:2.96
JW.B:21.82:2.96
JNJ:21.73:3.52
JCI:26.67:2.84
JLL:25.31:2.09
JRN:20.87:1.86
JOY:14.33:1.61
JNPR:26.10:1.53
LRN:23.40:0.87
KAI:20.47:1.68
KAMN:18.99:2.09
KSU:37.87:4.06
KS:22.02:4.01
KAR:71.94:2.77
KB:11.08:0.64
KBH:35.59:3.08
KBR:11.01:1.92
KCG:6.82:0.97
K:13.26:6.24
KEM:-2.74:0.86
KMPR:9.36:1.11
KMT:17.87:1.46
KW:-119.37:2.39
KEG:-11.86:0.96
KEY:14.29:1.19
KRC:334.09:1.82
KMB:20.90:8.19
KIM:94.95:1.75
KMP:14.94:0.97
KND:-10.97:0.99
KFS:-2.02:1.81
KGC:-1.01:0.83
KEX:18.36:2.81
KRG:-57.58:1.32
KKR:10.21:2.58
KMG:-220.00:1.94
KNX:39.23:2.67
KNL:42.39:3.77
KNOP:21.81:1.74
KSS:14.71:1.79
KNM:80.26:1.47
PHG:19.04:2.17
KOP:13.42:5.48
KEP:444.79:0.43
KFY:19.09:1.89
KOS:-35.33:4.37
KRA:-1,031.50:1.46
KKD:40.48:4.23
KR:21.91:3.73
KRO:-14.85:2.36
KT:-47.45:0.65
KYO:22.97:0.89
SCX:20.53:1.02
LLL:14.93:1.52
LH:17.83:3.14
LG:22.69:1.52
LDR:69.59:7.22
LCI:26.72:5.18
LPI:12.39:3.11
LVS:20.18:8.42
LHO:56.08:1.53
LFL:-25.22:1.61
LAZ:41.43:9.77
LZB:26.00:2.67
LF:3.93:1.29
LEA:19.62:2.15
LM:23.04:1.32
LEG:31.46:3.10
LDOS:22.24:2.33
LEN:20.60:1.75
LII:27.89:8.61
LAS:8.27:0.50
LUK:22.03:1.02
LVLT:-100.71:5.52
LXP:-60.88:1.64
LXK:10.00:1.61
LPL:27.08:0.85
LPT:43.39:1.64
LTM:19.15:1.72
LOCK:28.89:4.99
LITB:-35.52:4.93
LIN:21.67:2.21
LNC:12.70:1.01
LNN:21.29:2.79
LNKD:998.74:9.92
LGF:30.02:6.45
LAD:21.54:3.36
LYV:-118.91:2.80
LYG:-63.46:1.45
LMT:21.17:9.70
L:27.28:0.96
LPX:13.61:2.13
LOW:31.64:4.31
LRE:-3.84:2.33
LXU:13.46:2.26
LTC:27.46:2.07
LUB:-37.83:0.74
LL:23.03:9.17
LXFR:12.32:13.81
LXFT:24.54:8.43
LUX:39.75:4.45
LDL:27.80:1.48
LYB:11.86:3.53
MTB:15.29:1.46
MDC:4.12:1.30
MHO:4.38:1.39
MAC:73.39:2.47
CLI:-19.22:1.15
MIC:114.77:2.94
BMA:12.13:1.41
MMP:33.09:8.71
MGA:18.32:1.88
MX:2.52:1.83
MHR:-1.74:10.01
MNK:-19.71:2.32
MANU:67.32:3.35
MTW:20.45:4.02
MN:72.63:1.43
MAN:18.64:2.34
MFC:13.73:1.50
MRO:11.58:1.27
MPC:13.80:2.49
MMI:139.46:8.72
MCS:19.96:1.50
MRIN:-6.29:2.93
MPX:40.20:4.70
HZO:42.89:2.03
MKL:30.30:1.22
MWE:287.04:2.82
VAC:34.10:1.53
MMC:23.53:3.34
MSO:-140.00:3.37
MLM:42.47:3.01
MAS:33.47:14.88
DOOR:-156.15:2.18
MTZ:13.07:2.49
MA:33.66:13.33
MTDR:26.82:2.15
MTRN:37.14:1.39
MATX:27.31:3.30
MVNR:-3.77:5.94
MMS:25.47:6.57
MXL:-20.16:4.25
MBI:7.47:0.70
MNI:15.18:1.22
MKC:25.41:4.68
MDR:-1.39:1.61
MCD:16.80:6.00
MUX:-2.22:0.78
MHFI:31.52:16.29
MCK:38.22:5.63
MDU:16.33:2.06
MJN:31.33:57.98
MIG:-3.72:0.84
MWV:9.45:1.63
MTL:-0.11:1.71
MPW:23.98:1.47
MED:18.64:3.48
MD:23.77:2.31
MDT:23.80:3.71
MW:25.75:2.26
MRK:38.90:2.94
MCY:27.50:1.50
MDP:20.71:2.71
MTH:10.98:2.07
MTR:13.77:8.37
MSB:10.87:267.83
MEI:14.45:3.53
MET:18.53:0.98
MTD:30.32:7.65
MFA:10.38:0.82
MIL:46.93:0.71
MTG:-58.50:3.83
MGM:-65.69:2.73
KORS:23.22:10.49
MAA:95.32:1.54
MEP:21.07:0.58
MSL:15.42:1.35
MPO:-0.28:1.34
MM:-9.50:2.30
MILL:-1.31:0.22
MLR:24.83:1.29
MR:87.03:2.83
MTX:29.71:2.43
MG:23.71:2.15
MTU:9.77:0.63
MIXT:15.40:2.16
MFG:7.47:0.89
MBT:4.42:4.30
MODN:-12.35:2.99
MOD:4.88:1.52
MHK:30.67:2.43
MOH:46.40:1.79
TAP:23.98:1.20
TAP.A:23.98:1.20
MCP:-0.39:1.00
MNR:48.52:2.04
MON:22.94:7.36
MWW:-1,017.90:0.83
MRH:9.82:0.96
