DDD:72.04:10.28
MMM:24.41:5.32
WBAI:25.99:8.70
WUBA:160.97:13.83
AHC:14.26:0.97
AIR:14.87:1.10
AAN:19.38:1.88
ABB:18.85:3.25
ABT:27.44:2.36
ABBV:25.74:18.66
ANF:41.42:1.45
ABM:21.53:1.65
AKR:86.34:1.96
ACN:26.74:13.47
ACMP:32.20:2.86
ACCO:13.16:1.09
ACW:-8.02:2.86
ACE:10.48:1.22
ATV:-1.10:0.27
ACT:-49.05:3.07
ATU:12.01:1.80
AYI:34.54:5.16
AGRO:-37.82:1.15
PVD:9.42:1.71
ADT:21.77:2.02
AAP:29.80:5.28
WMS:-382.00:3.56
AMD:-24.45:5.04
ASX:18.77:1.71
AAV:-276.00:0.73
ATE:-7.40:1.67
ACM:13.03:1.34
ANW:24.09:0.98
AEG:24.76:0.73
AER:15.17:1.80
ARX:33.44:2.73
ARO:-1.32:1.97
AET:16.66:1.77
AMG:32.16:5.48
AFL:9.04:2.10
AGCO:7.49:1.44
A:27.22:2.59
GAS:21.94:1.57
AEM:-13.10:1.54
ADC:22.10:1.49
GRO:11.43:0.89
AGU:15.17:1.94
AL:19.11:1.25
APD:31.68:4.18
AYR:53.28:0.94
ARG:24.63:4.64
ALG:16.58:2.09
AGI:27.89:1.91
ALK:16.85:2.49
AIN:69.38:2.10
ALB:12.31:3.12
ALU:-5.58:3.06
AA:-7.42:1.08
ALR:-33.15:2.02
ALX:39.54:5.05
ARE:58.71:1.28
Y:12.34:0.97
ATI:-34.20:1.33
AGN:50.05:5.11
ALE:21.07:1.54
ADS:38.46:15.84
AOI:-1.63:0.55
AB:15.26:1.34
LNT:20.59:1.74
ATK:11.33:1.94
AWH:9.37:1.07
ALSN:38.47:3.52
ALL:14.58:1.18
BSI:-4.71:0.91
ALJ:40.53:1.90
ALDW:6.33:7.16
ANR:-0.32:0.39
RESI:12.32:1.62
MO:21.67:18.58
ACH:40.08:0.64
ABEV:0.02:6.32
AMC:5.38:1.69
AEE:38.97:1.34
AMRC:141.80:1.60
AMX:15.88:5.30
AAT:105.26:1.96
AXL:18.63:46.01
ACC:91.54:1.29
AEO:31.95:2.24
AEP:20.12:1.42
AEL:8.54:1.34
AXP:19.06:4.95
AFG:11.68:1.12
AMH:-47.86:1.02
AIG:9.23:0.74
AMID:-2.97:2.72
ARL:1.72:0.71
ARPI:-19.52:0.92
AWR:23.70:2.26
AMT:72.22:8.92
AVD:9.74:2.70
AWK:26.18:1.59
APU:17.21:3.42
AMP:20.51:2.70
ABC:77.32:10.22
ANFI:13.09:4.03
AHS:27.87:3.11
AP:16.04:0.86
APH:27.37:4.93
AMRE:40.44:1.45
AXR:-9.12:0.35
AME:25.06:4.11
APC:52.08:1.83
AU:-1.62:1.54
BUD:14.11:3.40
AXE:14.60:2.87
ANN:16.37:3.19
NLY:2.95:0.82
AR:-605.00:4.62
ANH:10.82:0.70
AOL:40.26:1.63
AON:26.72:3.10
APA:11.61:1.02
AIV:27.06:4.20
ARI:13.13:0.88
APO:5.85:1.75
AMTG:-7.96:0.63
AIT:16.88:2.37
ATR:26.45:3.00
WTR:21.47:2.72
ARMK:48.89:4.24
ABR:17.51:0.88
ARC:-30.27:4.15
ARCX:192.20:1.25
MT:-8.37:0.59
ACI:-0.55:0.42
ADM:25.75:1.42
ARCO:21.00:3.66
ASC:-38.71:1.21
ACRE:16.11:0.92
AGX:12.06:2.60
AI:8.73:0.79
ARR:-6.78:0.75
AWI:29.53:4.66
ARW:14.92:1.30
AJG:22.81:3.01
APAM:-24.80:516.56
ABG:23.62:3.37
AHP:-23.41:2.01
AHT:-10.52:1.08
ASH:67.79:2.34
AHL:10.48:0.82
AEC:149.79:1.69
AIZ:10.76:0.99
AGO:6.13:0.84
AF:22.07:0.98
AZN:34.91:3.20
T:9.99:2.02
ATLS:-21.48:6.48
APL:-12.57:1.66
ARP:-5.58:1.38
ATO:18.89:1.81
ATW:5.47:0.71
AUO:36.82:0.56
AUQ:-5.44:0.51
ATHM:53.11:10.53
ALV:20.90:2.18
AN:19.75:2.91
AVB:282.91:1.78
AVY:22.36:3.23
AVG:16.88:99.80
AVH:6.54:1.64
AVA:19.16:1.30
AVIV:94.13:2.05
AV:7.51:1.66
AVT:11.00:1.22
AVP:-684.06:6.73
AVX:18.49:1.15
AXLL:17.61:1.27
AXS:8.51:1.00
AZZ:20.05:3.19
BGS:30.29:4.79
BWC:9.79:3.24
BMI:34.43:4.00
BHI:22.74:1.37
BLL:25.02:6.12
BYI:8.08:1.68
BALT:-6.64:0.96
BANC:-81.86:1.10
BBVA:20.14:1.22
BBD:0.01:1.72
BBDO:0.01:1.72
BCH:13.02:3.11
BLX:13.76:1.15
BSBR:0.02:0.34
BSAC:12.93:2.47
SAN:17.58:1.04
CIB:15.54:1.62
BXS:22.47:1.60
BAC:19.89:0.75
BOH:17.32:2.60
BMO:12.82:1.70
BK:23.25:1.11
BNS:11.72:1.87
RATE:-123.50:2.17
BKU:14.42:1.72
BCS:65.72:0.82
BKS:-20.98:2.09
B:26.91:1.81
ABX:-1.23:1.52
BAS:-7.80:1.93
BAX:20.03:4.46
BTE:14.98:4.07
BBT:17.65:1.31
BFR:14.59:1.53
BBX:5.48:0.82
BCE:21.15:3.07
BZH:18.00:1.88
BDX:23.35:5.28
BDC:34.03:3.66
BEL:-40.39:1.72
BMS:22.15:2.48
BHE:12.37:1.01
BRK.A:18.88:1.32
BRK.B:18.88:1.32
BHLB:15.88:1.01
BBY:25.35:2.05
BHP:10.47:2.28
BBL:8.71:2.17
BIG:18.19:1.71
BH:23.96:1.29
BBG:-2.85:1.31
BIOA:-3.97:2.14
BMR:109.35:1.18
BIO:44.74:1.63
BIO.B:44.74:1.63
BITA:79.93:5.44
BKH:20.51:1.79
BLK:21.15:1.99
BLT:170.90:4.63
BCRH:-57.45:0.93
BTH:-47.79:3.82
BWP:18.89:1.59
BA:21.78:6.86
BCC:13.17:2.56
BCEI:14.32:2.67
BAH:17.25:23.08
BWA:20.35:3.58
SAM:54.11:10.22
BXP:31.84:2.77
BSX:-146.89:2.43
TEU:1.94:0.34
BYD:-15.07:2.59
BP:5.21:1.17
BPT:7.51:1,974.46
BPZ:-0.66:1.56
BRC:-29.71:1.91
BDN:76.31:1.16
BAK:0.03:2.22
BRFS:0.05:2.93
BPI:14.97:2.28
BGG:34.36:1.41
BFAM:226.95:2.70
EAT:26.00:60.05
BCO:21.00:2.38
BMY:38.64:5.76
BRS:12.86:1.34
BRX:-48.76:1.99
BR:21.51:5.74
BKD:-1,223.33:3.40
BAM:18.41:1.34
BOXC:15.37:2.90
BIP:-132.66:1.57
BPY:7.68:0.81
BEP:70.63:2.55
BRP:19.93:2.02
BRO:22.00:2.27
BWS:27.29:2.15
BRT:-10.58:0.73
BC:6.22:4.10
BPL:23.76:2.67
BKE:15.55:5.92
BVN:-29.18:0.77
BBW:-147.00:1.59
BG:114.54:1.32
BKW:-6.53:0.60
CJES:11.13:1.81
BCR:19.96:4.97
CAB:16.81:2.89
CBT:14.77:1.45
COG:45.61:7.32
CACI:15.91:1.49
CAE:20.77:2.66
CAP:8.04:1.26
CCC:24.36:2.52
CWT:24.15:1.84
CALX:-28.60:1.77
ELY:-24.65:2.29
CPE:-538.00:0.94
CPN:757.33:2.38
CBM:25.69:2.59
CPT:44.09:1.80
CAM:17.38:2.25
CPB:18.64:8.53
CCG:-93.13:0.88
CM:12.77:2.32
CNI:25.96:3.88
CNQ:17.45:1.52
CP:44.76:3.97
CAJ:19.13:1.30
CMN:41.09:4.91
COF:11.85:1.05
CSU:-42.64:4.38
BXMT:36.27:1.09
CMO:13.40:0.96
CRR:10.82:3.50
CAH:23.82:4.25
CFN:30.32:2.25
CSL:27.96:2.54
KMX:30.77:4.45
CCL:28.69:1.45
CUK:30.47:1.42
CRS:19.40:1.74
CSV:20.16:2.29
CRI:31.27:5.53
CSH:4.73:0.99
CAS:-5.57:1.12
CTT:-11.26:1.17
CAT:15.98:2.78
CATO:22.56:2.09
CBZ:15.25:1.19
CBL:84.22:2.17
CBG:36.49:4.60
CBS:19.81:3.81
CDI:26.65:1.27
FUN:24.38:20.64
CDR:-245.00:1.34
CGI:17.65:2.06
CE:8.68:3.22
CLS:20.93:1.34
CEL:11.43:6.73
CPAC:19.63:1.91
CX:-16.42:1.38
CNCO:18.38:1.26
CVE:28.02:2.31
CNC:35.52:2.64
CNP:32.82:2.30
EBR:0.00:0.22
CTL:-98.98:1.08
CF:11.23:2.56
CGG:-1.66:0.80
GIB:16.57:2.37
CSG:25.07:1.22
ECOM:-14.26:8.37
CRL:30.13:3.96
CLDT:226.46:1.40
CKP:-29.59:1.83
CHGG:-0.92:2.54
CHE:25.23:3.00
CHMT:797.79:2.70
CHMI:1.47:0.83
CHK:27.07:1.39
CHKR:2.49:1.60
CHSP:50.19:1.32
CPK:22.08:2.08
CVX:10.15:1.60
CBI:9.94:3.81
CHS:39.00:2.78
CIM:9.31:0.96
CO:17.78:1.27
STV:7.48:0.94
DL:23.74:5.94
CEA:15.00:1.17
CGA:1.88:0.21
LFC:28.28:2.43
MY:-3.29:0.60
CHL:12.11:1.60
NPD:78.81:1.30
BORN:2.40:0.24
SNP:9.17:1.01
ZNH:15.14:0.68
CHA:16.36:0.89
CHU:19.57:0.99
XNY:1.95:0.30
CYD:6.25:0.74
ZX:1.68:0.32
CMG:64.79:10.75
CQB:-42.59:1.46
CBK:24.78:2.99
CB:11.38:1.49
CHT:18.40:2.00
CHD:28.35:4.00
CBR:-18.03:0.89
CI:19.85:2.28
XEC:16.52:2.27
CNK:27.27:3.52
CIR:22.52:2.98
CIT:14.18:1.16
C:12.47:0.80
CIA:78.90:1.76
CYN:20.03:1.74
CLC:28.27:2.95
CWEI:-31.31:2.82
CLH:30.87:2.47
CLW:14.63:1.83
CNL:20.68:1.78
CLF:3.36:0.75
CLX:24.56:87.15
CLD:10.89:1.09
MYCC:-24.47:4.98
CMS:21.17:2.06
CNA:11.09:0.91
CNHI:9.45:2.02
CNO:8.28:0.79
CEO:6.68:1.47
COH:13.37:4.26
CIE:-6.17:3.14
KOF:22.57:2.89
KO:22.18:5.48
CCE:17.98:4.99
CDE:-0.80:0.64
CNS:27.56:7.93
CFX:33.86:2.58
CL:29.01:26.03
CLNY:20.33:0.92
CXP:768.20:1.12
CMA:16.24:1.21
FIX:23.12:2.47
CMC:16.68:1.42
CBU:19.44:1.83
CYH:35.75:1.22
CIG:0.01:1.64
CBD:0.02:2.92
SBS:0.01:1.40
ELP:0.01:0.66
CCU:16.22:2.35
CODI:15.47:2.00
CMP:22.40:4.84
CSC:15.89:2.35
CRK:8.27:0.92
CAG:51.17:2.91
CXO:44.42:3.02
CCM:20.63:0.70
COP:9.34:1.66
CNX:11.95:1.74
ED:18.38:1.32
STZ:11.09:3.77
STZ.B:11.09:3.77
TCS:-6.75:4.65
CLR:18.78:5.28
VLRS:42.03:3.94
CVG:37.91:1.65
CNW:28.64:1.99
COO:29.15:3.04
CTB:19.83:1.54
CPS:25.90:1.32
CPA:10.69:3.71
CLB:22.60:52.73
CLGX:26.60:3.10
COR:82.76:3.17
GLW:17.17:1.18
BCA:15.40:1.75
OFC:41.86:1.76
CXW:13.62:2.47
CZZ:0.04:1.65
CMRE:12.95:2.08
COT:44.32:1.29
COTY:-78.58:8.67
CCSC:23.07:1.74
CUZ:46.13:1.43
CVD:33.28:3.17
CVA:-440.00:2.54
COV:28.00:4.59
CPF:5.16:1.28
CPL:0.02:2.62
CR:15.77:3.25
CRD.A:11.10:2.52
CRD.B:11.10:2.52
BAP:22.38:2.49
CS:21.81:1.03
CPG:73.89:1.92
CEQP:139.33:3.08
CRH:-48.50:1.39
CRT:8.10:14.96
CCI:305.81:3.54
CCK:22.03:1,540.08
CRY:19.74:2.13
CSS:14.44:1.00
CST:23.82:4.42
CSX:19.59:2.77
CTS:487.78:2.25
CUBE:385.16:2.03
CUB:20.63:1.80
CFR:18.35:1.90
CFI:15.43:2.38
CMI:18.51:3.50
CW:24.32:1.91
CVT:-215.23:10.22
CVI:9.34:3.17
UAN:6.03:2.74
CVRR:4.42:2.19
CVS:25.35:2.23
CYNI:-1.94:3.12
CYS:-3.05:0.80
CYT:18.32:2.80
DHI:16.64:1.80
DAN:-240.67:3.04
DHR:22.56:2.41
DAC:16.38:0.90
DQ:-2.48:1.83
DRI:27.17:3.60
DAR:19.96:1.69
DVA:26.26:3.05
DPM:35.44:2.31
DCT:-145.41:1.48
DDR:-119.04:1.57
DF:5.60:2.28
DECK:21.47:3.29
DE:10.24:3.37
DKL:19.03:11.49
DK:14.51:2.22
DLPH:18.66:6.33
DAL:4.00:2.01
DEL:33.35:3.24
DLX:16.88:4.77
DMD:-4.95:1.01
DWRE:-82.99:8.46
DNR:7.14:1.12
DB:40.30:0.65
DVN:-1,113.83:1.23
DV:21.39:1.97
DHT:-32.13:0.70
DEO:20.48:6.92
DO:9.43:1.71
DRH:59.84:1.34
DSX:-25.58:0.88
DHX:37.26:2.36
DKS:18.55:3.75
DBD:-11.93:3.54
DLR:31.33:2.16
DGI:-30.88:2.24
DDS:17.15:1.93
DIN:27.75:5.05
DFS:13.18:2.58
DLB:21.81:2.58
DG:22.33:3.54
DDC:-74.28:0.95
DOM:8.82:4.90
D:26.45:3.23
UFS:8.68:1.00
DCI:21.86:5.41
DRL:-0.27:0.27
LPG:149.78:0.97
PLOW:41.84:2.41
DEI:93.65:1.69
DOV:12.45:3.05
DVD:48.80:1.90
DOW:12.39:2.35
DPS:23.48:4.24
RDY:25.53:4.80
DRD:-16.17:0.93
DRC:37.39:3.51
DW:23.68:3.82
DRQ:18.40:3.60
DST:11.83:3.20
DTE:23.14:1.48
DCO:29.01:1.35
DUK:22.35:1.18
DRE:347.50:1.91
DFT:104.94:1.79
DY:30.56:2.46
DYN:-8.63:0.98
DX:7.63:0.91
DD:23.92:3.77
SSP:-2,125.00:2.23
EXP:30.95:4.58
EGP:61.06:3.49
